6.677084772636932009e+00 8.986399110542176771e+00 1.645342161581215823e+00 5.964088398420124282e-01 8.026808181078608495e-01 0.000000000000000000e+00
1.011355494340660144e+01 -1.817231651790205127e-01 2.002556176426982137e+00 9.998386095744353774e-01 -1.796537793256467244e-02 0.000000000000000000e+00
-9.205012663592309963e+00 3.423788502826096369e+00 -2.738795621465688890e-01 -9.372661878306544070e-01 3.486145337609897199e-01 0.000000000000000000e+00
-1.153557272588107274e+01 -1.121480016149434267e+00 -1.329993077499257437e+00 -9.953074442910082587e-01 -9.676306805233866881e-02 0.000000000000000000e+00
-2.154812133544673713e+00 -1.158375640922443317e+01 -3.342294812765552070e+00 -1.828828685118434050e-01 -9.831347091853077647e-01 0.000000000000000000e+00
-1.016985116559413527e+01 4.362869214890424119e-01 1.781830597006638373e-01 -9.990810619316723429e-01 4.286060766580625236e-02 0.000000000000000000e+00
-6.198626770794147589e+00 9.695699666198365207e+00 1.019212730595300043e+00 -5.386454676778077433e-01 8.425325276511023143e-01 0.000000000000000000e+00
6.401190751366960363e+00 -1.043519342848086673e+01 1.803970834744987206e+00 5.228842755095444161e-01 -8.524036804383583465e-01 0.000000000000000000e+00
-8.851593859438677825e+00 -4.738989440459690172e+00 7.575826569197856575e-01 -8.816016550553557041e-01 -4.719941967902329671e-01 0.000000000000000000e+00
-1.167256265878677368e+00 -1.249077320098876953e+01 -3.391665816307067871e+00 -9.304409555939556487e-02 -9.956619889709228399e-01 0.000000000000000000e+00
3.262398667553283893e+00 1.260732283184967706e+01 1.911926568600247123e+00 2.505184317335693023e-01 9.681118299875035582e-01 0.000000000000000000e+00
4.376146536000777409e+00 9.370877194162719803e+00 -3.481441296554796949e+00 4.231292445524899026e-01 9.060693364221300561e-01 0.000000000000000000e+00
-2.647924820965741333e+00 1.019463786923732762e+01 -2.987914769532405757e+00 -2.513954233952944151e-01 9.678844668119747086e-01 0.000000000000000000e+00
-3.481420040130615234e+00 9.235487937927246094e+00 -3.391665816307067871e+00 -3.527317645051479822e-01 9.357244799133367374e-01 0.000000000000000000e+00
5.015569027019910031e+00 -7.814424364100997167e+00 4.174373571917913694e-01 5.401486301453810590e-01 -8.415696390389023618e-01 0.000000000000000000e+00
-1.484743346081481841e+00 1.112548849563531306e+01 -2.173656413607436111e+00 -1.322814467121342652e-01 9.912121966843148169e-01 0.000000000000000000e+00
-1.137404077063493446e+01 -2.822347375668990299e+00 -2.182827886859654676e+00 -9.705659192150303261e-01 -2.408356212404703101e-01 0.000000000000000000e+00
-7.669973269646862768e+00 -1.095260035272248800e+01 2.865826918931699385e+00 -5.736205938660347003e-01 -8.191211230903385765e-01 0.000000000000000000e+00
-9.181260708905613299e+00 -8.853114834471115913e+00 -1.803087725639771932e+00 -7.198538428941821943e-01 -6.941256693643291786e-01 0.000000000000000000e+00
