419.3329, -0.1350
404.8063, -0.1503
390.2798, -0.1550
375.7532, -0.1604
360.2582, -0.1652
344.7633, -0.1652
331.2052, -0.1652
314.7418, -0.1652
300.2152, -0.1601
285.6887, -0.1601
269.2253, -0.1550
253.7303, -0.1452
238.2353, -0.1401
224.6772, -0.1303
209.1822, -0.1201
194.6557, -0.1103
180.1291, -0.1002
164.6341, -0.0904
150.1076, -0.0751
134.6126, -0.0653
120.0861, -0.0501
104.5911, -0.0399
90.0646, -0.0301
74.5696, -0.0203
60.0430, -0.0156
60.0430, -0.0102
44.5481, -0.0051
29.0531, 0.0000
14.5265, -0.0004
