-1.156006336212158203e+01 -1.397047519683837891e+00 -3.450691938400268555e+00 4.782700000000000146e-02 -2.712629999999999764e-01 9.613159999999999483e-01
-1.091605377197265625e+01 -1.245116353034973145e+00 -3.450691938400268555e+00 6.339000000000000190e-02 -1.460359999999999991e-01 -9.872459999999999569e-01
-1.101313114166259766e+01 -6.463777422904968262e-01 -3.450691938400268555e+00 9.441900000000000293e-02 -1.308040000000000036e-01 9.869019999999999460e-01
-1.166810512542724609e+01 -7.486560940742492676e-01 -3.450691938400268555e+00 -4.398900000000000032e-02 1.532550000000000023e-01 9.872069999999999457e-01
-1.165431785583496094e+01 -1.466159105300903320e+00 -2.734713077545166016e+00 6.437299999999999967e-02 -3.243440000000000212e-01 9.437459999999999738e-01
-1.098632717132568359e+01 -1.351107954978942871e+00 -2.734713077545166016e+00 4.955099999999999782e-02 -1.046539999999999970e-01 -9.932729999999999615e-01
-1.109176445007324219e+01 -7.373737096786499023e-01 -2.734713077545166016e+00 -1.792080000000000062e-01 -2.069040000000000046e-01 9.618079999999999963e-01
-1.177222156524658203e+01 -7.998146414756774902e-01 -2.734713077545166016e+00 -8.073000000000000315e-03 1.504159999999999942e-01 9.885899999999999688e-01
-1.135135364532470703e+01 -2.513282299041748047e+00 -3.450691938400268555e+00 1.046839999999999993e-01 -1.314589999999999925e-01 9.857789999999999608e-01
-1.072408103942871094e+01 -2.313995361328125000e+00 -3.450691938400268555e+00 -5.441300000000000303e-02 9.955300000000000260e-02 9.935429999999999540e-01
-1.083859443664550781e+01 -1.692008256912231445e+00 -3.450691938400268555e+00 6.732699999999999796e-02 -2.709000000000000036e-03 -9.977270000000000305e-01
-1.147517871856689453e+01 -1.869942426681518555e+00 -3.450691938400268555e+00 -9.169800000000000173e-02 3.256049999999999778e-01 9.410490000000000244e-01
-1.143693447113037109e+01 -2.575801372528076172e+00 -2.734713077545166016e+00 1.174469999999999958e-01 -3.151470000000000105e-01 9.417480000000000295e-01
-1.078212642669677734e+01 -2.416416168212890625e+00 -2.734713077545166016e+00 -9.196999999999999620e-02 3.265500000000000069e-01 9.406949999999999479e-01
-1.090334892272949219e+01 -1.801062226295471191e+00 -2.734713077545166016e+00 -1.986900000000000055e-01 4.459580000000000211e-01 -8.727219999999999978e-01
-1.156446456909179688e+01 -1.942099213600158691e+00 -2.734713077545166016e+00 -9.325999999999999568e-02 2.914499999999999869e-01 9.520290000000000141e-01
-1.110277652740478516e+01 -3.598866939544677734e+00 -3.450691938400268555e+00 -9.886300000000000643e-02 3.217199999999999921e-02 -9.945810000000000484e-01
-1.049950313568115234e+01 -3.328866958618164062e+00 -3.450691938400268555e+00 -3.786899999999999988e-02 2.282450000000000034e-01 9.728670000000000373e-01
-1.063321208953857422e+01 -2.752645254135131836e+00 -3.450691938400268555e+00 1.046839999999999993e-01 -1.314589999999999925e-01 9.857789999999999608e-01
-1.125155448913574219e+01 -2.976610898971557617e+00 -3.450691938400268555e+00 -7.289400000000000046e-02 2.538599999999999746e-01 9.644899999999999585e-01
-1.118269252777099609e+01 -3.645646333694458008e+00 -2.734713077545166016e+00 1.151340000000000002e-01 3.166590000000000238e-01 9.415259999999999740e-01
-1.054872989654541016e+01 -3.419728279113769531e+00 -2.734713077545166016e+00 -3.829500000000000265e-02 1.855169999999999875e-01 9.818949999999999623e-01
-1.068709468841552734e+01 -2.850190162658691406e+00 -2.734713077545166016e+00 2.103069999999999939e-01 -1.603749999999999898e-01 9.643909999999999982e-01
-1.133462429046630859e+01 -3.032326936721801758e+00 -2.734713077545166016e+00 -6.782900000000000040e-02 2.202649999999999886e-01 9.730790000000000273e-01
-1.078467941284179688e+01 -4.676414489746093750e+00 -3.450691938400268555e+00 3.963329999999999909e-01 -3.985699999999999660e-02 9.172409999999999730e-01
-1.020470905303955078e+01 -4.356641292572021484e+00 -3.450691938400268555e+00 -9.895099999999999729e-02 -4.305500000000000299e-02 -9.941600000000000437e-01
-1.038467216491699219e+01 -3.758709669113159180e+00 -3.450691938400268555e+00 -2.976429999999999909e-01 -5.325599999999999778e-02 -9.531910000000000105e-01
-1.097766017913818359e+01 -4.054390430450439453e+00 -3.450691938400268555e+00 7.837999999999999481e-03 1.050289999999999974e-01 9.944380000000000441e-01
-1.084921360015869141e+01 -4.739468097686767578e+00 -2.734713077545166016e+00 4.175659999999999927e-01 3.712599999999999928e-02 9.078880000000000283e-01
-1.023800277709960938e+01 -4.454851627349853516e+00 -2.734713077545166016e+00 -8.540899999999999881e-02 -2.660200000000000065e-02 -9.959909999999999597e-01
-1.042838096618652344e+01 -3.849748849868774414e+00 -2.734713077545166016e+00 3.613169999999999993e-01 8.579399999999999527e-02 9.284879999999999800e-01
-1.105260848999023438e+01 -4.103137016296386719e+00 -2.734713077545166016e+00 5.280000000000000405e-04 7.639799999999999369e-02 9.970769999999999911e-01
-1.039605140686035156e+01 -5.690690040588378906e+00 -3.450691938400268555e+00 2.941440000000000166e-01 4.146999999999999992e-02 9.548609999999999598e-01
-9.847797393798828125e+00 -5.308194160461425781e+00 -3.450691938400268555e+00 -2.051240000000000008e-01 1.178509999999999974e-01 -9.716150000000000064e-01
-1.006083679199218750e+01 -4.771875381469726562e+00 -3.450691938400268555e+00 2.751890000000000169e-01 -2.158039999999999958e-01 9.368560000000000221e-01
-1.062881565093994141e+01 -5.114919662475585938e+00 -3.450691938400268555e+00 1.395899999999999919e-01 -6.438800000000000079e-02 9.881140000000000478e-01
-1.045171165466308594e+01 -5.751321315765380859e+00 -2.734713077545166016e+00 4.079699999999999993e-02 2.736200000000000090e-02 9.987930000000000419e-01
-9.868112564086914062e+00 -5.409578800201416016e+00 -2.734713077545166016e+00 2.214079999999999937e-01 -8.889099999999999779e-02 9.711210000000000120e-01
-1.008786010742187500e+01 -4.872859001159667969e+00 -2.734713077545166016e+00 -2.718709999999999738e-01 2.288050000000000084e-01 -9.347379999999999578e-01
-1.068818092346191406e+01 -5.181158542633056641e+00 -2.734713077545166016e+00 -1.320729999999999960e-01 6.623700000000000421e-02 -9.890250000000000430e-01
