4.039415717913734660e-01 3.924659855469231351e-01 -2.624110725870052452e-01 3.924659855469231351e-01 3.839499452598227891e-01 -2.543480392003309443e-01 -2.624110725870052452e-01 -2.543480392003309443e-01 2.121085952249578133e-01
6.550803805888338882e-02 1.828498900395448823e-01 1.250405339366967294e-01 1.828498900395448823e-01 5.551525018966362301e-01 3.921107545182155318e-01 1.250405339366967294e-01 3.921107545182155318e-01 3.793393593022320043e-01
7.879156132543158053e-02 -1.777119400564226015e-01 1.623326573747140567e-01 -1.777119400564226015e-01 5.431431263412110910e-01 -3.908396398447470110e-01 1.623326573747140567e-01 -3.908396398447470110e-01 3.780653440668048093e-01
9.490057630087786467e-02 6.007138486815654516e-02 -1.688144838042043572e-01 6.007138486815654516e-02 2.248040335304698489e-01 1.452903901196377912e-01 -1.688144838042043572e-01 1.452903901196377912e-01 6.802948893635463179e-01
5.255424604021671081e-02 2.121741850694417158e-03 1.422872892917199927e-01 2.121741850694417158e-03 8.613165707577004684e-03 5.677690110714171678e-02 1.422872892917199927e-01 5.677690110714171678e-02 9.388323206367887863e-01
4.678608324988645650e-01 2.963879239994366976e-01 -3.802477972255093874e-01 2.963879239994366976e-01 1.965386819450146982e-01 -2.519746399709192342e-01 -3.802477972255093874e-01 -2.519746399709192342e-01 3.356004682054565258e-01
7.436742872305217578e-01 2.360045211304129531e-01 -1.245734234384066746e-01 2.360045211304129531e-01 8.584441110216539661e-02 -7.122776490889252965e-02 -1.245734234384066746e-01 -7.122776490889252965e-02 1.704814313114199342e-01
5.927950408925409392e-02 -1.428127393042359916e-01 -1.010879748883296431e-01 -1.428127393042359916e-01 3.537687805144926201e-01 2.831599936168092690e-01 -1.010879748883296431e-01 2.831599936168092690e-01 5.869518692557955664e-01
1.021266548790027706e-01 -1.796830777170634885e-01 -1.190455134575540974e-01 -1.796830777170634885e-01 3.223308791754899150e-01 1.772159609529639079e-01 -1.190455134575540974e-01 1.772159609529639079e-01 5.755424346294955029e-01
3.242920623022921278e-01 4.153354131929688497e-01 1.883287577771737553e-01 4.153354131929688497e-01 5.422060130129278122e-01 2.299764583039265453e-01 1.883287577771737553e-01 2.299764583039265453e-01 1.335018207711452520e-01
2.988287769922262083e-01 -2.514574933338206697e-02 -2.944646518106546762e-01 -2.514574933338206697e-02 1.589891838892350251e-02 -4.564780375149556785e-02 -2.944646518106546762e-01 -4.564780375149556785e-02 6.852722803450207456e-01
8.611350084974432606e-02 2.259786525173840821e-01 -1.594413444597639340e-02 2.259786525173840821e-01 6.410549753864940303e-01 1.260079763383706308e-02 -1.594413444597639340e-02 1.260079763383706308e-02 2.728316951154477477e-01
7.988560348264875932e-01 2.683200266548332324e-01 -8.572790043364733603e-02 2.683200266548332324e-01 1.123835200205518803e-01 -6.334509815147246203e-02 -8.572790043364733603e-02 -6.334509815147246203e-02 8.876058180389072294e-02
5.791102415712677531e-02 1.811709269987103466e-01 1.007938412962408603e-01 1.811709269987103466e-01 6.660256213635017408e-01 4.131185582512634236e-01 1.007938412962408603e-01 4.131185582512634236e-01 2.760639491777757693e-01
5.088434485458062095e-01 2.420803022861032008e-02 -4.129831391294647158e-01 2.420803022861032008e-02 1.060333688758987973e-02 -3.442973340044003239e-02 -4.129831391294647158e-01 -3.442973340044003239e-02 4.805532053593081776e-01
4.493907548006978447e-01 4.677928112126992777e-01 -3.732351294100947486e-02 4.677928112126992777e-01 5.068532763613284864e-01 -6.396945203067963548e-02 -3.732351294100947486e-02 -6.396945203067963548e-02 4.375623430176522194e-02
4.180675908243537964e-01 -3.196761764157508012e-01 -3.566650194495866733e-01 -3.196761764157508012e-01 2.533066193435751234e-01 2.618176163609429730e-01 -3.566650194495866733e-01 2.618176163609429730e-01 3.286257001926122800e-01
9.549911892462603635e-01 2.500053275157265373e-02 1.574788525093115399e-01 2.500053275157265373e-02 3.678736710393714932e-03 8.005602211398314336e-03 1.574788525093115399e-01 8.005602211398314336e-03 4.133036205781526889e-02
5.761447080594650147e-04 5.324655946265217411e-03 2.851495085535484843e-03 5.324655946265217411e-03 9.386070776404820126e-01 1.578343067955907675e-01 2.851495085535484843e-03 1.578343067955907675e-01 6.081646130043234788e-02
2.609924430640500059e-01 3.854528703549964241e-01 -1.612002958902851169e-01 3.854528703549964241e-01 5.800111237038796386e-01 -2.477829567654731835e-01 -1.612002958902851169e-01 -2.477829567654731835e-01 1.589965964862988246e-01
8.534522807551455648e-01 1.877788324024072530e-02 1.050014494378117835e-01 1.877788324024072530e-02 9.723419593028857430e-03 -2.515118471090439095e-02 1.050014494378117835e-01 -2.515118471090439095e-02 1.368244729093420486e-01
4.588671820216567165e-01 2.418310388492770635e-01 -3.345475645565703093e-01 2.418310388492770635e-01 1.576802043052137337e-01 -2.320961865338700136e-01 -3.345475645565703093e-01 -2.320961865338700136e-01 3.834530302947801172e-01
2.435609130087147967e-01 4.040273238712383530e-01 1.127626211487227081e-01 4.040273238712383530e-01 6.830136483274269477e-01 1.859239380603204261e-01 1.127626211487227081e-01 1.859239380603204261e-01 7.342540175606580843e-02
7.038676690710701234e-01 -4.301902918784671348e-01 -9.723821591227452266e-02 -4.301902918784671348e-01 2.677175012649558594e-01 6.127069506583299879e-02 -9.723821591227452266e-02 6.127069506583299879e-02 2.841521675886335765e-02
4.769721424334987248e-01 -3.457349158656484178e-01 -3.361499534319495885e-01 -3.457349158656484178e-01 2.578926043067844009e-01 2.346469211798997145e-01 -3.361499534319495885e-01 2.346469211798997145e-01 2.651348710338893300e-01
1.230409002735743107e-01 -3.147445557723314025e-01 2.582035386518487588e-02 -3.147445557723314025e-01 8.260898185167243613e-01 -8.898796868162354989e-02 2.582035386518487588e-02 -8.898796868162354989e-02 5.086970134678171079e-02
3.774155226616759951e-01 4.360938250800034388e-01 -9.959441512225249149e-02 4.360938250800034388e-01 5.538714756781110138e-01 -1.553894361595388185e-01 -9.959441512225249149e-02 -1.553894361595388185e-01 6.871276506432479059e-02
